course,requirement_group,option_id,prerequisite
MCELLBI 143,1,1,BIOLOGY 102
MCELLBI 143,1,2,BIOLOGY 1A
MCELLBI 143,1,3,BIOLOGY 1B
MCELLBI 143,1,4,BIOLOGY C100A
MCELLBI 149,1,1,MCELLBI 104
MCELLBI 149,1,2,MCELLBI 110
MCELLBI 149,1,3,MCELLBI 140
MCELLBI 150L,1,1,BIOLOGY 150
MCELLBI 153,1,1,BIOLOGY 1A
MCELLBI 153,1,2,CHEM 135
MCELLBI 153,1,3,MCELLBI 102
MCELLBI 153,1,4,MCELLBI C100A
MCELLBI 153L,1,1,CHEM C130
MCELLBI 153L,1,2,MCELLBI 102
MCELLBI 153L,1,3,MCELLBI C100A
MCELLBI 180,1,1,BIOLOGY 1A
MCELLBI 180,2,1,BIOLOGY 1AL
MCELLBI 180C,1,1,BIOLOGY 132
MCELLBI 180C,1,2,BIOLOGY 132L
MCELLBI 180C,1,3,BIOLOGY 32L
MCELLBI 186A,1,1,BIOLOGY 1A
MCELLBI 186A,2,1,BIOLOGY 1AL
MCELLBI 186A,3,1,MCELLBI 186B
MCELLBI 50,1,1,BIOLOGY 1A
MCELLBI 50,2,1,BIOLOGY 1AL
PLANTBI C112,1,1,BIOLOGY 1A
PLANTBI C112L,1,1,MCELLBI C112
PLANTBI C112L,1,2,PBHLTH 162A
MCELLBI C146,1,1,BIOLOGY 1A
MCELLBI C146,2,1,BIOLOGY 1B
MCELLBI C146,3,1,DATA C8
MDGRK 100A,1,1,GREEK 1B
MECENG 100,1,1,COMPSCI 10
MECENG 100,1,2,COMPSCI 61A
MECENG 100,1,3,COMPSCI C8
MECENG 100,1,4,ENGIN 7
MECENG 100,2,1,MATH 51
MECENG 100,3,1,PHYSICS 7A
MECENG 102B,1,1,ENGIN 26
MECENG 102B,2,1,ENGIN 29
MECENG 102B,3,1,ELENG 66
MECENG 102B,4,1,ENGIN 26
MECENG 104,1,1,COMPSCI 61A
MECENG 104,1,2,ENGIN 7
MECENG 119,1,1,PHYSICS 7B
MECENG 132,1,1,MATH 54
MECENG 132,2,1,PHYSICS 7B
MECENG 132,3,1,PHYSICS 7A
MECENG 132,4,1,MATH 53
MECENG 136HL,1,1,MECENG 136
MECENG 185,1,1,MATH 54
MECENG 185,2,1,PHYSICS 7A
MECENG 185,3,1,MATH 53
MECENG 40,1,1,PHYSICS 7B
MECENG 40,2,1,ENGIN 7
MECENG 40,3,1,CHEM 1A
MECENG 40,4,1,MATH 52
BIOENG C137,1,1,MATH 1A
BIOENG C137,2,1,MATH 1B
BIOENG C137,3,1,PHYSICS 7A
MUSIC 107,1,1,MUSIC 158A
MUSIC 128,1,1,MUSIC 27
MUSIC 128,1,2,MUSIC 70
MUSIC 150,1,1,MUSIC 52A
MUSIC 150,1,2,MUSIC 90
MUSIC 151A,1,1,MUSIC 25
MUSIC 151B,1,1,MUSIC 53A
MUSIC 151C,1,1,MUSIC 53B
MUSIC 154A,1,1,MUSIC 151A
MUSIC 154A,1,2,MUSIC 25
MUSIC 158A,1,1,MUSIC 20A
MUSIC 158A,1,2,MUSIC 25A
MUSIC 158A,1,3,MUSIC 29
MUSIC 161A,1,1,MUSIC 61
MUSIC 161A,2,1,MUSIC 51
MUSIC 165,1,1,MUSIC 116A
MUSIC 165,1,2,MUSIC 116B
MUSIC 165,1,3,MUSIC 164
MUSIC 168A,1,1,MUSIC 141
MUSIC 168H,1,1,MUSIC 149
MUSIC 170,1,1,MUSIC 53B
MUSIC 170,1,2,MUSIC 70
MUSIC 170A,1,1,MUSIC 53B
MUSIC 170A,1,2,MUSIC 70
MUSIC 172,1,1,MUSIC 52B
NEU 100A,1,1,BIOLOGY 1A
NEU 100A,2,1,BIOLOGY 1AL
NEU 100A,3,1,PHYSICS 8B
NEU 100A,4,1,PHYSICS 8A
NEU 100B,1,1,MCELLBI 160
NEU 100B,1,2,NEU 100A
NEU 110,1,1,BIOLOGY 1A
NEU 110,1,2,BIOLOGY 1AL
NEU 123,1,1,NEU C61
NEU 123,1,2,NEU C62
NEU 123,1,3,PSYCH 110
NEU 123,1,4,PSYCH C61
NEU 128,1,1,NEU 100A
NEU 151,1,1,NEU 100A
NEU 151,2,1,NEU 100B
NEU 163,1,1,BIOLOGY 1A
NEU 163,1,2,INTEGBI 132
NEU 163,1,3,NEU 100A
NEU 163,1,4,NEU 100B
NEU 163,1,5,PSYCH 110
NEU 163C,1,1,BIOLOGY 1A
NEU 163C,1,2,INTEGBI 132
NEU 163C,1,3,NEU 100A
NEU 163C,1,4,NEU 100B
NEU 163C,1,5,PSYCH 110
NEU 164,1,1,NEU 100A
NEU 171L,1,1,BIOLOGY 1A
NEU 171L,2,1,BIOLOGY 1AL
NEU 171L,3,1,PHYSICS 8B
NEU 171L,4,1,PHYSICS 8A
NEU 171L,5,1,NEU 100A
NEU 172L,1,1,NEU 100A
NEU 172L,2,1,NEU 100B
NEU 172L,3,1,DATA C8
NUCENG 100,1,1,PHYSICS 7B
NUCENG 100,2,1,PHYSICS 7A
NUCENG 100,3,1,MATH 53
NUCENG 101,1,1,PHYSICS 7C
NUCENG 120,1,1,ENGIN 40
NUCENG 161,1,1,ENGIN 40
NUCENG 167,1,1,ENGIN 120
NUCENG C180,1,1,PHYSICS 5C
NUCENG C180,1,2,PHYSICS 7C
PERSIAN 100A,1,1,PERSIAN 20A
PERSIAN 100A,1,2,PERSIAN 20B
PERSIAN 1A,1,1,PERSIAN 1B
PERSIAN 20A,1,1,PERSIAN 11A
PERSIAN 20A,1,2,PERSIAN 11B
PERSIAN 20A,1,3,PERSIAN 1A
PERSIAN 20A,1,4,PERSIAN 1B
PHYSICS 105,1,1,PHYSICS 5A
PHYSICS 105,1,2,PHYSICS 5B
PHYSICS 105,1,3,PHYSICS 5C
PHYSICS 105,1,4,PHYSICS 7A
PHYSICS 105,1,5,PHYSICS 7B
PHYSICS 105,1,6,PHYSICS 7C
PHYSICS 110A,1,1,PHYSICS 5A
PHYSICS 110A,1,2,PHYSICS 5B
PHYSICS 110A,1,3,PHYSICS 5C
PHYSICS 110A,1,4,PHYSICS 7A
PHYSICS 110A,1,5,PHYSICS 7B
PHYSICS 110A,1,6,PHYSICS 7C
PHYSICS 111B,1,1,PHYSICS 111A
PHYSICS 111B,1,2,PHYSICS 137A
PHYSICS 112,1,1,PHYSICS 5A
PHYSICS 112,1,2,PHYSICS 5B
PHYSICS 112,1,3,PHYSICS 5C
PHYSICS 112,1,4,PHYSICS 7A
PHYSICS 112,1,5,PHYSICS 7B
PHYSICS 112,1,6,PHYSICS 7C
PHYSICS 137A,1,1,PHYSICS 5A
PHYSICS 137A,1,2,PHYSICS 5B
PHYSICS 137A,1,3,PHYSICS 5C
PHYSICS 137A,1,4,PHYSICS 7A
PHYSICS 137A,1,5,PHYSICS 7B
PHYSICS 137A,1,6,PHYSICS 7C
PHYSICS 137B,1,1,PHYSICS 7C
PHYSICS 137B,2,1,PHYSICS 137A
PHYSICS 137B,3,1,PHYSICS 7B
PHYSICS 137B,4,1,PHYSICS 7A
PHYSICS 5A,1,1,MATH 51
PHYSICS 5A,2,1,MATH 52
PHYSICS 5B,1,1,PHYSICS 5A
PHYSICS 5B,1,2,PHYSICS 7A
PHYSICS 5B,2,1,MATH 53
PHYSICS 5B,3,1,PHYSICS 5A
PHYSICS 5B,3,2,PHYSICS 7A
PHYSICS 5BL,1,1,PHYSICS 5A
PHYSICS 5BL,1,2,PHYSICS 7A
PHYSICS 5C,1,1,PHYSICS 5B
PHYSICS 5C,1,2,PHYSICS 7B
PHYSICS 5C,2,1,MATH 54
PHYSICS 5C,2,2,PHYSICS 89
PHYSICS 5C,3,1,MATH 54
PHYSICS 5C,3,2,PHYSICS 89
PHYSICS 5CL,1,1,PHYSICS 5B
PHYSICS 5CL,1,2,PHYSICS 5BL
PHYSICS 5CL,1,3,PHYSICS 7B
PHYSICS 5CL,2,1,PHYSICS 5BL
PHYSICS 5CL,2,2,PHYSICS 5C
PHYSICS 5CL,2,3,PHYSICS 7B
PHYSICS 5CL,2,4,PHYSICS 7C
PHYSICS 77,1,1,MATH 51
PHYSICS 77,2,1,PHYSICS 5A
PHYSICS 77,2,2,PHYSICS 7A
PHYSICS 7A,1,1,MATH 51
PHYSICS 7A,2,1,MATH 52
PHYSICS 7B,1,1,MATH 51
PHYSICS 7B,2,1,MATH 52
PHYSICS 7B,3,1,MATH 53
PHYSICS 7C,1,1,MATH 51
PHYSICS 7C,1,2,MATH 52
PHYSICS 7C,1,3,MATH 53
PHYSICS 7C,1,4,MATH 54
PHYSICS 7C,1,5,PHYSICS 7A
PHYSICS 7C,1,6,PHYSICS 7B
PHYSICS 7C,1,7,PHYSICS 89
PHYSICS 88,1,1,MATH 51
PHYSICS 88,1,2,MATH 52
PHYSICS 88,1,3,PHYSICS 5A
PHYSICS 88,1,4,PHYSICS 7A
PHYSICS 89,1,1,MATH 53
PHYSICS 89,2,1,PHYSICS 5A
PHYSICS 89,2,2,PHYSICS 7A
PLANTBI 135,1,1,BIOLOGY 1A
PLANTBI 135,2,1,BIOLOGY 1B
PLANTBI C103,1,1,CHEM 3B
PLANTBI C103,2,1,BIOLOGY 1A
POLECON 101,1,1,POLECON 100
POLECON 107,1,1,ECON 1
POLSCI 132C,1,1,DATA 8
POLSCI 88,1,1,DATA 8
PSYCH 101,1,1,PSYCH 1
PSYCH 102,1,1,PSYCH 101
PSYCH 115,1,1,PSYCH C127
PSYCH 125,1,1,COGSCI C127
PSYCH 125,1,2,PSYCH 110
PSYCH 125,1,3,PSYCH 117
PSYCH 130,1,1,PSYCH 1
PSYCH 130,1,2,PSYCH 2
PSYCH 131,1,1,PSYCH 130
PSYCH 134,1,1,PSYCH 1
PSYCH 134,1,2,PSYCH 2
PSYCH 134,2,1,PSYCH C19
PSYCH 140,1,1,PSYCH 1
PSYCH 150,1,1,PSYCH 101
PSYCH 150,2,1,PSYCH 1
PSYCH 160,1,1,PSYCH 1
RUSSIAN 103A,1,1,RUSSIAN 4
RUSSIAN 2,1,1,RUSSIAN 1
RUSSIAN 3,1,1,RUSSIAN 2
SCANDIN 100A,1,1,DANISH 1B
SCANDIN 100A,1,2,FINNISH 1B
SCANDIN 100A,1,3,SWEDISH 1B
SLAVIC 171,1,1,BOSCRSR 117B
SOCIOL 119L,1,1,SOCIOL 1
SOCIOL 119L,1,2,SOCIOL 3AC
SOCIOL 149,1,1,SOCIOL 1
SOCIOL 149,1,2,SOCIOL 140
SOCIOL 149,1,3,SOCIOL 3
SOCIOL 149,1,4,SOCIOL 3AC
SOCIOL 149P,1,1,SOCIOL 1
SOCIOL 149P,1,2,SOCIOL 3
SOCIOL 149P,1,3,SOCIOL 3AC
SPANISH 100,1,1,SPANISH 4
SPANISH 104A,1,1,SPANISH 25
SPANISH 107B,1,1,SPANISH 25
SPANISH 135,1,1,SPANISH 25
SPANISH 161,1,1,SPANISH 100
SPANISH 163,1,1,SPANISH 100
SPANISH 179,1,1,SPANISH 100
SPANISH 25,1,1,SPANISH 4
STAT 135,1,1,STAT 134
STAT 135,1,2,STAT 140
STAT 135,2,1,MATH 110
STAT 135,2,2,MATH 54
STAT 135,2,3,STAT 89A
STAT 135,3,1,STAT 133
STAT 151A,1,1,STAT 135
STAT 151A,2,1,STAT 133
STAT 154,1,1,COMPSCI C100
STAT 154,1,2,STAT C140
STAT 20,1,1,MATH 10A
STAT 20,1,2,MATH 10B
STAT 20,1,3,MATH 16A
STAT 20,1,4,MATH 1A
STAT 20,1,5,MATH 51
THEATER 109,1,1,THEATER 10
THEATER 110A,1,1,THEATER 10
THEATER 110A,1,2,THEATER 109
THEATER 111,1,1,THEATER 10
THEATER 111,1,2,THEATER 109
THEATER 111,1,3,THEATER 110A
THEATER 111,1,4,THEATER 110B
THEATER 146A,1,1,THEATER 144
THEATER 146A,1,2,THEATER 148
THEATER 168,1,2,THEATER 60
THEATER 172,1,1,THEATER 60
UGBA 101A,1,1,ECON 1
UGBA 101A,1,2,ECON 16A
UGBA 101A,1,3,ECON 51
UGBA 101B,1,1,ECON 1
UGBA 101B,1,2,ECON 16A
UGBA 120AB,1,1,UGBA 102A
UGBA 120AB,2,1,UGBA 120AA
UGBA 180,1,1,ECON 1
UGBA 180,1,2,ECON 1A
UGBA 88,1,1,MATH 16A
UGBA 88,1,2,MATH 51
UKRAINI 100,1,1,UKRAINI 1B
URDU 100A,1,1,URDU 2B
URDU 100A,2,1,URDU 1A
URDU 100A,3,1,URDU 1B
XHISTAR R1B,1,1,ENGLISH 1A
XMATH 10A,1,1,MATH 98
XMATH 10A,2,1,MATH 10A
XMATH 51,1,1,MATH 32
XMATH 52,1,1,MATH 1B
XMATH 52,1,2,MATH N1B
DATA C102,1,1,DATA C100
DATA C102,2,1,EECS 126
DATA C102,2,2,STAT 134
DATA C102,2,3,STAT C140
DATA C102,2,4,INDENG 172
DATA C102,3,1,MATH 54
DATA C102,3,2,MATH 110
DATA C102,3,3,ELENG 16A
DATA C102,3,3,ELENG 16B
DATA C102,3,4,STAT 89A
DATA C102,3,5,PHYSICS 89
