course_id,subject,course_number,title,description,requirements,academic_career,department,department_nicknames,typically_offered
116344,MUSIC,601,Individual Study for Master's Students,Preparation for the comprehensive or language requirements in consultation with the field adviser.,For candidates for master's degree. ,GRAD,Music,,
116345,MUSIC,602,Individual Study for Doctoral Students,"Study in consultation with the major field adviser, intended to provide an opportunity for qualified students to prepare themselves for the various examinations required of candidates for the Ph.D.",For candidates for doctoral degree. ,GRAD,Music,,
116349,MUSIC,70,History of Music,"Introduction to the study of music history; required for music majors. This writing-intensive course offers an in-depth study of musical genres and styles in relation to conditions of production and reception. Through listening, reading musical scores, and studying historical documents, students will draw connections between specific features of music and the ways in which listening, performance, and the function of music have changed over time.",Must have taken and passed the Musicianship Placement Exam; be fluent in reading music notation; or have consent of instructor.,UGRD,Music,,
125426,MUSIC,80,Introduction to Ethnomusicology,"This course is an introduction to the field of Ethnomusicology, its practice, and the study of musical diversity. You will learn about key issues that motivate ethnomusicologists, the ethnographic methods they use to study those issues, possibilities for public engagement through ethnomusicological scholarship, and the theoretical orientations that shape the questions they ask. Students will conduct a research project from an ethnomusicological perspective. Weekly activities and assignments include lectures, discussion sessions, writings, and workshops.","Declared music major or minor, or by permission of instructor for intending music majors.",UGRD,Music,,
161753,MUSIC,90,Making Music,"Introduction to creative music research, theory and practice.",,UGRD,Music,,
116361,MUSIC,98BC,Berkeley Connect in Music,"Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department faculty and alumni, and go on field trips to campus resources. Students are not required to be declared majors in order to participate.",,UGRD,Music,,
116362,MUSIC,99,Independent Study for Freshmen and Sophomores,Directed individual study in a field that may not coincide with that of any regular course. See the Introduction to Courses and Curricula section of the General Catalog for enrollment restrictions.,Lower division standing and consent of instructor. ,UGRD,Music,,
116363,MUSIC,H195,Special Study for Honors Candidates in Music,Individual tutorials leading to the completion of a special honors project.,Restricted to seniors with a grade-point average of 3.3 overall and 3.5 in the major. Consent of instructor and Department Honors Committee.,UGRD,Music,,
116375,MUSIC,R1B,Reading and Writing about  Music,"This course aims to help students improve their writing skills, taking a particular type of music as its central material. The goal of the course is to help students prepare for academic writing, develop analytical skills appropriate to the subject matter, and receive an introduction to college-level research papers. Depending on the topic the course may include a section of one to two hours for further listening to musical examples in a group setting.",UC Entry Level Writing Requirement and 1A or equivalent. ,UGRD,Music,,
116393,NATAMST,100,Native American Law,"Historical background of the unique relationship between the United States government and Native American tribes, and examination of contemporary legislation, court cases, and federal, state, and local policies affecting Native American social, political, legal, and economic situations.","71, 72, or consent of instructor. ",UGRD,Ethnic Studies,,
116398,NATAMST,105,Indigenous Issues Across the Americas,"This course addresses how Indigenous communities throughout the Americas deal with their contemporary political dilemmas. It explores the ways in which internal colonialism, projects of assimilation, political and economic marginalization, land loss, and resistance have affected how Indigenous people view themselves in relationship to the dominant societies in which they reside. It explores local differences, attentive to the specificity of the national or regional dimension of “the Indian Problem.” And it examines the varied and often complementary tactics that Indigenous people take in their pursuit of political and cultural self-determination.",,UGRD,Ethnic Studies,,
116399,NATAMST,110,Theories and Methods in Native American Studies,"Overview of literary theory and criticism, historiography, and social sciences theories and methods useful in the study of Native American literature, history and contemporary tribal groups. Course will develop skills of information gathering and development of theories that structure information.",71 or consent of instructor. ,UGRD,Ethnic Studies,,
116401,NATAMST,120,Topics in Native American Arts,"This course explores the practice of Native American art forms from the perspective of Native American Artists and scholars. Focused on specific art forms such as dance, music, film, crafts, and other traditions, this course provides a critique of conventional understandings of the relationships of Native American cultural traditions and their place in the world of ""art.""",,UGRD,Ethnic Studies,,
116403,NATAMST,145,Images of Native Americans in American History,"This course explores the ways in which an invented, generic ""Indian"" has played a variety of roles in master narratives of United States history. We shall examine changes in images of key figures and events constituting ""our"" collective historical memory.",,UGRD,Ethnic Studies,,
116404,NATAMST,149,Gender in Native American Society,This course examines gender roles from the period before the invasion to the present. An emphasis will be placed on the ways in which contact with European gender practices transformed those prevalent in Native North American before the conquest.,,UGRD,Ethnic Studies,,
116405,NATAMST,150,Native American Narratives,This workshop provides intensive study of the crafts of writing in relation to various Native American genres as well as writing and discussion of student work.,Junior or senior standing and completion of 1A-1B. ,UGRD,Ethnic Studies,,
116413,NATAMST,158,Native Americans and the Cinema,"This course will analyze the sociological, psychological, and literary aspects of Hollywood moviemakers' stereotyping of the American Indian through the history of film. The format will include representative Indian films, lectures, and guest speakers from the movie industry.",,UGRD,Ethnic Studies,,
166065,NATAMST,174,Indigenous Peoples and the North American West,"Since time immemorial, the North American West has been the home of indigenous peoples. The rich environmental landscapes hosted some of the most diverse communities in the history of the world. But since the arrival of Europeans, it’s been a region of conflict and contestation. This course offers a historical and contemporary analysis of indigenous peoples in the American West. It will
survey pre-contact indigenous communities of the region, address the enduring legacies of settler colonialism and westward expansion, and highlight the recent successes of tribal communities in revitalizing and reclaiming traditional lands and cultural practices.",,UGRD,Ethnic Studies,,
116425,NATAMST,175,History of Native Americans in California,"History of the Native Americans of California with emphasis on the lifeways, mores, warfare, and relations with the United States government. Attention will be given to the background and evolution of acculturation up to the present.",,UGRD,Ethnic Studies,,
116426,NATAMST,176,History of Native Americans in the Southwest,An historical analysis of the Native American Nations of the southwestern United States.,,UGRD,Ethnic Studies,,
116428,NATAMST,178,Topics in Native American History,"This course explores the history of Native Americans from the point of view of Native American historians and scholars. Focused on specific periods and regional case studies the course provides a rereading of much United States history as it has been conceived, set into periods, written, and taught. The chronological scope of the course begins before the European invasions and continues to the end of the 20th century.",,UGRD,Ethnic Studies,,
116430,NATAMST,179,Indigenous Peoples and Environmental Change,"This course explores the dynamic relationships between indigenous communities and the continuously changing environmental landscapes of the North American West from before European contact to the present, and how these communities have continually adapted traditional cultural practices to meet ever-changing environmental realities. With this broader context, this course examines how specific indigenous communities have navigated their relationship with the natural world amidst the challenges of colonialism, globalization, environmental ruin, and climate change in the North American West. Additionally, this course highlights the active role of Native peoples in regional and environmental histories of the region.",,UGRD,Ethnic Studies,,
116433,NATAMST,190,Seminar on Advanced Topics in Native American Studies,Advanced seminar in Native American Studies with topics to be announced at the beginning of each semester.,Consent of instructor.,UGRD,Ethnic Studies,,
147907,NATAMST,194A,Native American Theme Program Seminar,"This course is the first of the two-semester seminar required for the Native American Theme Program residents. This installment of the seminar component will build a general understanding of basic historical developments affecting Native and Indigenous peoples of North America, with a focus on Native American identity and contemporary issues from a variety of academic and philosophical standpoints, laying the groundwork for the spring seminar. Using an interdisciplinary lens that covers academic genres to memoir, the course will think critically and reflectively about Native American identity both historically and contemporaneously, and its intersections with gender, class, and other forms of difference.",,UGRD,Ethnic Studies,,
116434,NATAMST,195,Senior Thesis,Writing of a thesis under the direction of member(s) of the faculty.,Consent of instructor. ,UGRD,Ethnic Studies,,
116435,NATAMST,197,Field Study in Native American Studies,Supervised fieldwork experience with campus and community organizations related to the vision and mission of Native American Studies. This University organized and supervised field program is an opportunity for students to think critically about the work of engaged scholarship through their participation a variety of community-based activities and events. Students will be required to meet regularly with a faculty sponsor and submit a final project.,Consent of instructor.,UGRD,Ethnic Studies,,
116437,NATAMST,199,Supervised Independent Study and Research,"Individual conferences to be arranged. The individual student, with consent and guidance of an instructor, researches an interest not covered in the courses offered in the Program. ",Upper division standing and consent of instructor. ,UGRD,Ethnic Studies,,
116438,NATAMST,20A,Introduction to Native American Studies,"This course explores the interactions, from friendship treaties and land deals to contemporary American governmental policies, between America's original inhabitants with Europeans and Euro-Americans. Emphasis will be placed on how tribal peoples continue to react to the national myths and policies created by Europeans and Euro-Americans.",,UGRD,Ethnic Studies,,
116441,NATAMST,39,Freshman/Sophomore Seminar,Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.,Priority given to freshmen and sophomores. ,UGRD,Ethnic Studies,,
116442,NATAMST,39A,Freshman/Sophomore Seminar,Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.,Priority given to freshmen and sophomores. ,UGRD,Ethnic Studies,,
116476,NATAMST,97,Field Work in Native American Communities,Individual conferences to be arranged. Supervised experiences relevant to specific aspects of the Native American community in off-campus settings. Regular individual meetings with faculty sponsor and written reports required.,Consent of instructor and lower division standing. ,UGRD,Ethnic Studies,,
116478,NATAMST,99,Supervised Independent Study and Research,"Individual conferences to be arranged. The individual student, with consent and guidance of an instructor, researches an interest not covered in the courses offered in the Program.",Lower division standing and consent of instructor. ,UGRD,Ethnic Studies,,
154668,NATAMST,C70,Working with  Grammar:  Linguistic Tools for Learning and Teaching a Native American Language,"This course is for people who want to learn a Native American language, understood to include any of the hundreds of indigenous languages of North, Central, and South America. Since most of these languages are not taught in the usual formal educational settings, a major emphasis of the course is helping students develop strategies for self-directed language learning and effective teaching methods to help others learn as well. The course will also provide a basic introduction to principles of linguistic analysis that will make materials developed by specialists more accessible and useful to learners.",,UGRD,Ethnic Studies,,
116480,NATAMST,H195A,Senior Honors Thesis for Native American Studies Majors,Course for senior Native American Studies majors designed to support and guide the writing of a senior honors thesis. For senior Native American Studies majors who have been approved for the honors program.,"Senior standing. Approval of Faculty Advisor, 3.5 GPA on all University work, and a 3.5 GPA in courses in the major. ",UGRD,Ethnic Studies,,
116483,NATAMST,R1A,Native American Studies Reading and Composition,"This course introduces students to the genres of Native American literature (written and oral traditions), provides historical and cultural frameworks for understanding, appreciating, and interpreting Native American writings, and develops basic skills in expository and creative writing. Satisfies the first half of the Reading and Composition requirement.",Satisfaction of UC Entry Level Writing Requirement. ,UGRD,Ethnic Studies,,
116492,NATRES,24,Freshman Seminars,"The Berkeley Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small-seminar setting. Berkeley Seminars are offered in all campus departments, and topics vary from department to department and semester to semester.",,UGRD,Clg of Natural Resources,,
162990,NATRES,76,How to be a Rausser CNR Scientist: Creating a Climate of Inclusion,"NATRES 76: How to be a Rausser CNR Scientist is designed for students who would like to explore their own identity as scientists at Rausser College and learn how to best access opportunities for research, internships, and jobs. Through this course, students develop a network of supportive peers, tour laboratory facilities, connect with RCNR faculty & staff, learn about campus resources, and explore & practice skills in communication & professionalism. A central course tenet is a commitment to bolstering equity and inclusion in science, encouraging students to question stereotypes about scientific identity. 
",,UGRD,Rausser Clg Natural Resources,,
116520,NATRES,84,Sophomore Seminar,"Sophomore seminars are small interactive courses offered by faculty members in departments all across the campus. Sophomore seminars offer opportunity for close, regular intellectual contact between faculty members and students in the crucial second year. The topics vary from department to department and semester to semester. Enrollment limited to 15 sophomores.",Consent of instructor. ,UGRD,Clg of Natural Resources,,
116549,NAVSCI,1,Introduction to Naval Science,"This curriculum provides guidelines for introducing students to the organization of the Department of Defense and the naval service, the long-held customs and traditions of the service, basic leadership, ethics and character development, the duties of a junior officer, and basic information concerning shipboard procedures and safety. It is the intent of this course to stimulate the students' interest for study and investigation in future courses.",,UGRD,Military Affairs Program,,
116554,NAVSCI,12B,Navigation and Naval Operations II,"Introduction to the various aspects of ship operations at sea. Principles of terrestrial navigation including the rules of the road for prevention of collisions at sea, vector analysis of relative motion, ship behavior and characteristics in maneuvering, precise ship positioning, use of aids to navigation, meteorology, and electronic navigation.",12A or consent of instructor.,UGRD,Military Affairs Program,,
116559,NAVSCI,3,Leadership and Management I,"This course will cover basic management, decision making, and moral leadership. The student will learn to establish meaningful goals, prioritize among competing demands, and plan and forecast in a task-centered organization. The course includes exposure to measures of organizational effectiveness, methods to overcome resistance to change, effective communications, and techniques to aid in counseling, team building, and resolution of disciplinary and personnel matters.",,UGRD,Military Affairs Program,,
116562,NAVSCI,400C,Naval Laboratory,"Emphasis is placed on professional training not of an academic nature. The laboratory is intended for topics such as drill and ceremonies, physical fitness and swimming testing, cruise preparation, cruise evaluation, sail training, safety awareness, preparation for commissioning, personal finances, insurance, and applied exercises in naval ship systems, navigation, naval operations, naval administration, and military justice. Other topics and special briefings will be conducted as determined by the Chief of Naval Education and Training or the Professor of Naval Science.",Consent of instructor. ,GRAD,Military Affairs Program,,
116568,NAVSCI,401,Naval Ship Systems II: Weapons Systems,"An introduction to the principles and employment of naval weapons systems. This course will build on a foundation of mathematics and physics by exploring the physical theory of acoustic and electromagnetic wave generation and propagation, and how these concepts are applied to the design and functionality of RADAR, SONAR, and electronic warfare systems. Additionally, the course will cover electromechanical and pneumatic systems in the context of weapons design, to include guidance systems, fuzing, and weapons of mass destruction. To inform the real world effects of these systems, this course will examine topics such as weapons employment, blast damage, platform capabilities, case studies, and ethical issues. ",,GRAD,Military Affairs Program,,
164402,NEU,100A,Cellular and Molecular Neurobiology,"This course is a comprehensive introductory survey of cellular and molecular neuroscience, including cellular neurophysiology, membrane biophysics, ion channel function, synaptic transmission and plasticity, sensory transduction, and nervous system development. We will discuss topics at the level of molecules to cells to simple circuits. ",BIOLOGY 1A and BIOLOGY 1AL; PHYSICS 8A and PHYSICS 8B (can be taking concurrently),UGRD,Neuroscience,,
115148,NEU,100B,"Circuit, Systems and Behavioral Neuroscience","This course is a comprehensive survey of circuits and systems neuroscience, including how brain function underlies behavior. Students will learn how brain circuits are organized, how the brain processes sensory information, how it plans and executes movement, and how it stores information during learning.  We will discuss brain rhythms and sleep, and brain systems for emotion, reward, attention, and other higher functions. The major focus is on the mammalian brain, but we will also discuss principles from other organisms. By the end of the course, students will have a strong understanding of the biological and computational principles for neural circuit function, and the neurobiological basis of behavior.",NEU 100A (or MCELLBI 160),UGRD,Neuroscience,,
164855,NEU,110,Scientific Logic and Communication,"Students in this course will develop competency in scientific communication, including scientific writing and presentation of data. We will use active learning exercises to teach strategies for organizing and presenting scientific ideas and evidence verbally and in writing. Each semester there will be one broad neuroscience topic (such as color vision or memory) that we will study in three different research areas: cellular, circuits/systems and cognitive neuroscience. Throughout the semester, students will read and discuss research articles, practice interpreting graphs, make presentations, and complete scientific writing assignments such as analyzing a research article.",BIOLOGY 1A and BIOLOGY 1AL with minimum grades of C- (or equivalent courses).,UGRD,Neuroscience,,
166073,NEU,123,Psychedelics,"This course will provide a comprehensive overview of psychedelic drugs. We will examine their pharmacological, biochemical, synaptic, behavioral, and clinical effects, with a focus on the neurobiological framework. Drugs in this category (e.g. ketamine, PCP, LSD, Psilocybin, DMT, Mescaline, MDMA, Ibogaine) will be contrasted with psychoactive drugs that are not psychedelic (e.g. cocaine, fentanyl, marijuana) and compared with non-drug practices with overlapping phenomenological mechanistic or therapeutic effects (breathwork, EMDR, deprivation, meditation). While much of the course will focus on the neurobiology of psychedelics, historical and anthropological uses will be explored where appropriate.  ","Basic knowledge from an introductory neuroscience or pharmacology class required. UC Berkeley classes that satisfy this requirement are NEU C61/PSYCH C61, NEU C62/L & S C30T, or PSYCH 110.",UGRD,Neuroscience,,
165057,NEU,128,Cognitive Neuroscience,"This course provides an overview of cognitive neuroscience. Cognitive neuroscience is a broad field of study that aims to create quantitative computational models that explain how behavior and cognition are subserved by brain anatomy and function. The field combines philosophy, insights and methods from several other fields: neurology, cellular neuroscience, systems neuroscience, computational neuroscience, statistics, and machine learning. ",NEU 100A,UGRD,Neuroscience,,
166060,NEU,151,Introduction to Computational Neuroscience,"This course is an introduction to the theories and application of computational methods to neuroscience.  Students will learn how computational methods are applied to cellular processes, sensory coding, learning and memory, and cognitive processes. The major focus is on the mammalian brain, but we will also discuss principles from other organisms. By the end of the course, students will have a strong understanding of the computational principles for neural circuit function, and the neurobiological basis of behavior.",NEU 100A and NEU 100B,UGRD,Neuroscience,,
166057,NEU,163,"Brain, Behavior, and Environment","How do experiences and exposures get “under the skin” to impact human development? This course takes a research approach to understanding how the environment can shape adult behavior. We begin a review of foundations in endocrinology, neurobiology, reproduction, and development. This sets the stage for studying the developmental impacts of exposures and experiences including nutrition, stress, immune challenges, endocrine disruption, and more. Weekly sections will be used to discuss papers, conduct investigations, analyze data, and provide peer feedback.","BIOLOGY 1A and at least one of: NEU 100A, NEU 100B, PSYCH 110, or INTEGBI 132.",UGRD,Neuroscience,,
166434,NEU,163C,"Brain, Behavior, and Environment Capstone Course","How do experiences and exposures get “under the skin” to impact human development? This course takes a research approach to understanding how the environment can shape adult behavior. We begin a review of foundations in endocrinology, neurobiology, reproduction, and development. This sets the stage for studying the developmental impacts of exposures and experiences including nutrition, stress, immune challenges, endocrine disruption, and more. Capstone courses involve reading, writing and discussion related to research and research design. Capstones also culminate in a substantial research paper on a topic related to the course subject matter and areas of student interest. ","BIOLOGY 1A and at least one of: NEU 100A, NEU 100B, PSYCH 110, or INTEGBI 132.",UGRD,Neuroscience,,
164433,NEU,164,Neurodevelopment,"This course will provide students with insights into the cellular mechanisms underlying development of the nervous system. We will discuss the importance of these mechanisms by highlighting cases where alterations in these processes lead to neurodevelopmental disorders. We will review what is currently known about these topics and the areas of active research. In the lecture, we will refer to figures from research literature, and you will be reading and discussing articles in the discussion section. Reading articles critically is an important skill for all biologists and a great way to learn how research is conducted. By the end of the course, you will have a good background in neural development and the latest methods used to study it.",NEU 100A with minimum grade of C-.,UGRD,Neuroscience,,
164404,NEU,171L,Neurobiology Laboratory,"In this course you will be introduced to a variety of techniques that are commonly used to study the nervous system including electrophysiology, optogenetics, cell biology, imaging, genetics, and anatomy. Experiments will be done on cells and invertebrates, and will cover molecular channel properties, neuronal cell physiology, development, and behavior. We hope that by analyzing the data from these experiments you will gain a better understanding of key principles in neuroscience. In addition, you will learn how to design experiments, troubleshoot experiments, analyze your data, and present your findings in written reports.","BIOLOGY 1A, BIOLOGY 1AL; PHYSICS 8A, PHYSICS 8B; NEU 100A or equivalent (may be taken concurrently).",UGRD,Neuroscience,,
164844,NEU,172L,Cognitive and Computational Lab,"In this laboratory course, students will be taught the experimental and analytical techniques used by cognitive and computational neuroscientists. Students will learn how to assess humans’ performance in visual and auditory tasks, how to design experiments for testing theories of motor control, and how cognitive processes such as memory and decision-making affect perceptual and motor behavior. Students will also be introduced to computational methods used to analyze the large behavioral and neural data sets that are acquired in systems and cognitive neuroscience. Finally, students will be introduced to the tools of theoretical neuroscience for generating mathematical descriptions of the computations performed by a thinking brain.",NEU 100A and NEU 100B. Basic Concepts in Programming and Data Analysis: DATA C8 or equivalent.,UGRD,Neuroscience,,
164600,NEU,191,Senior Research Thesis,"This course is intended for advanced undergraduates wishing to pursue independent research projects under the mentorship of a Neuroscience faculty member. To apply for NEU 191, the research project must be rigorous and provide significant training in biology.",Consent of instructor and departmental adviser.,UGRD,Neuroscience,,
164424,NEU,198,Directed Group Study,"Lectures and small group discussions focusing on topics of interest, varying from semester to semester. ",,UGRD,Neuroscience,,
164480,NEU,199,Supervised Independent Study,This course provides credit for independent study by undergraduates working in a lab with a faculty member. The student is responsible for finding an instructor to supervise the work and should meet with that instructor regularly throughout the semester. Faculty members must commit to supervising and evaluating the student's work.,Consent of instructor,UGRD,Neuroscience,,
125427,NEU,210A,Neuroscience Research Design and Analysis,"Professional core competency training for graduate students involved in neuroscience research at Berkeley.  Includes survey of modern research methods, and professional skills including principles of experimental design and data reproducibility.  ",Graduate standing in the Neuroscience PhD program or consent of instructor.,GRAD,Neuroscience,,
164429,NEU,24,Freshman Seminar,The Freshman Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small seminar setting. Freshman seminars are offered in all campus departments. Topics vary from department to department and semester to semester. Final assessment to be decided by the instructor when the class is offered.,Open to freshmen only.,UGRD,Neuroscience,,
165041,NEU,271,Functional MRI Methods,"This graduate course will provide a complete introduction to the theoretical and practical skills needed to conduct human functional MRI experiments. Topics to be covered include: MRI physics, BOLD signals and functional imaging, data preprocessing, data analysis and interpretation. The course will consist of lectures, practical lab sessions, and group work. Some sessions will take place in the Henry J. Wheeler Brain Imaging Center, where students will learn how to conduct their own MRI experiments.","The course is open to all graduate students who are potential or current users of fMRI, and to others working in fMRI labs (upon permission of the instructor).",GRAD,Neuroscience,,
116785,NEU,290,Seminars,Course that focuses on topical subjects in specific fields of neuroscience. ,,GRAD,Neuroscience,,
116780,NEU,291A,Neuroscience Introduction to Research,"Closely supervised, intensive laboratory experimental research under the direction of an individual faculty member. For first-year neuroscience graduate students, this course will provide an introduction to experimental methods and research approaches in the different areas of neuroscience. Course sequence includes 3 ten-week laboratory rotations spread out over the fall and spring semesters. Credit and grade to be awarded upon completion of the full sequence.",Graduate standing in the Neuroscience PhD program or consent of instructor.,GRAD,Neuroscience,,
116782,NEU,292,Neuroscience Graduate Research,"For graduate students in neuroscience in their second or later years. Individual research under faculty supervision. In this course each graduate student conducts basic thesis and dissertation research after successful completion of the first-year laboratory rotation, Neuroscience 291A-291B. Laboratory work provides the basis for students' thesis research, preparation for the preliminary examination, and continued progress toward completion of Ph.D. dissertation. ",Graduate standing in the Neuroscience PhD Program; advanced approval from instructor.,GRAD,Neuroscience,,
116784,NEU,294,Neuroscience Graduate Student Presentation Seminar,"This course provides a holistic approach to graduate neuroscience education, with a focus on three key areas: 1) Improving research presentation skills: Fourth and fifth-year students present seminars on their dissertation research, emphasizing conceptual organization, data presentation, and summarization. 2) Exploring current neuroscience topics: Faculty speakers discuss advanced technical methods, analytical techniques, and preparing grant applications. 3) Seminar readiness: Students engage with seminar speakers during class sessions, reviewing articles authored by upcoming speakers and related publications.
",Graduate standing in the Neuroscience PhD program or consent of instructor.,GRAD,Neuroscience,,
116783,NEU,295,Neuroscience Research Review,"For graduate students in neuroscience in their second or later years. Two hours of seminar per week which complements the individual laboratory work under faculty supervision. Seminar will review current scientific literature and discuss original research performed by faculty, postdoctoral fellows, scientists, and graduate students in individual faculty laboratories. ",Graduate standing in the Neuroscience PhD program or consent of instructor.,GRAD,Neuroscience,,
164841,NEU,296,Neuroscience Colloquium,"Meetings for the presentation of original work by faculty, visiting lecturers, postdoctoral fellows, and graduate students.",,GRAD,Neuroscience,,
166030,NEU,375,Pedagogy for NEU Graduate Student Instructors,"This course will introduce you to effective teaching methods that you can use in the courses you will be teaching this year. Through readings, discussions and demonstrations, you will learn how to engage and motivate students, facilitate active participation, plan a class period, and write exam or practice problems. Emphasis will be placed on science education literature and proven practical techniques. We will also provide support and solutions for dealing with difficult situations that may come up during your first semester of teaching.",Appointment as Graduate Student Instructor or consent of instructor.,GRAD,Neuroscience,,
164428,NEU,77,Survey of Neuroscience Research,"This course provides a survey of neuroscience research areas represented by faculty members in the Department of Neuroscience. Each week a different faculty member will give a one hour lecture on how their research field contributes to our understanding of the brain and behavior. The course will span molecular, cellular, circuits, systems, behavioral, cognitive, and computational neuroscience, to illustrate how different approaches fit into the overall field of neuroscience. Faculty will also inform students about courses that they teach in neuroscience and related areas. This course gives undergraduates an opportunity to learn about the spectrum of research within the field of neuroscience.",,UGRD,Neuroscience,,
164427,NEU,98,Directed Group Study,"Lectures and small group discussions focusing on topics of interest, varying from semester to semester.",,UGRD,Neuroscience,,
164479,NEU,99,Supervised Independent Study,"This course provides credit for independent study by undergraduates working in a lab with a faculty member. The student is responsible for finding an instructor to supervise the work and should meet with that instructor regularly throughout the semester. Faculty members must commit to supervising and evaluating the student's work.
",Consent of instructor,UGRD,Neuroscience,,
124266,VISSCI,C265,Neural Computation,"This course provides an introduction to the theory of neural computation. The goal is to familiarize students with the major theoretical frameworks and models used in neuroscience and psychology, and to provide hands-on experience in using these models. Topics include neural network models, supervised and unsupervised learning rules, associative memory models, probabilistic/graphical models, and models of neural coding in the brain. ","Calculus, differential equations, basic probability and statistics, linear algebra, and familiarity with high level programming languages such as Matlab. ",GRAD,Vision Science Grad Grp,,
119725,NEU,C241,"Proseminar: Cognition, Brain, and Behavior","A survey of the field of biological psychology. Areas covered are (a) cognitive neuroscience; (b) biological bases of behavior; (c) sensation and perception (d) learning and memory, (e) thought and language. ",Consent of instructor. ,GRAD,Neuroscience,,
124397,NEU,C61,"Brain, Mind, and Behavior","The human brain is the most complex structure in the known universe. The study of its structure and function and how it figures into our actions and mental experience is among the most exciting projects of modern science. This class begins with molecules and cells, builds up to brains and nervous systems, encompasses neural signaling, sensory perception, memory, language, and emotion, and culminates with the great mystery of how brain processes relate to consciousness and mental experience — that is, how mind may be related to brain. This is a comprehensive introduction to the exciting subject of contemporary neuroscience, open to all interested students.",,UGRD,Neuroscience,,
164598,NEU,H196A,Honors Research Thesis,"This course is intended for advanced undergraduates wishing to pursue independent research projects under the mentorship of a Neuroscience faculty member. To apply for NEU H196A, the research project must be rigorous and provide significant training in biology, have a major GPA of 3.5 or higher, and a cumulative UC Berkeley GPA of 3.3.",Senior honors status and consent of instructor.,UGRD,Neuroscience,,
164592,NEU,H196B,Honors Research Thesis,"This course is intended for advanced undergraduates wishing to pursue independent research projects under the mentorship of a Neuroscience faculty member. To apply for NEU H196B, the research project must be rigorous and provide significant training in biology, have a major GPA of 3.5 or higher, and have a cumulative UC Berkeley GPA of 3.3.",Senior honors status and consent of instructor.,UGRD,Neuroscience,,
116786,NORWEGN,1A,Beginning Norwegian,Students will develop the basic elements of communicative competence in both spoken and written language within a cultural context.,,UGRD,Scandinavian,,
116788,NSE,290,Special Topics in Nanoscale Science and Engineering,Lectures and appropriate assignments on fundamental or applied topics of current interest in nanoscale science and engineering.,Graduate standing or consent of instructor. ,GRAD,Nano Sci & Eng Grad Grp,,
116789,NSE,298,"Group Studies, Seminars, or Group Research","Advanced studies in various subjects through special seminars on topics to be selected each year. Informal group studies of special problems, group participation in comprehensive design problems, or group research on complete problems for analysis and experimentation.",Required for participants in Designated Emphasis. ,GRAD,Nano Sci & Eng Grad Grp,,
161988,NUCENG,10,What do nuclear engineers do?,This seminar provides freshman and first year transfer students with an overview of the field of nuclear engineering (NE) and the research activities in the NE department. Every week a faculty member will introduce a topic and describe the main research challenges in that area.,,UGRD,Nuclear Engineering,,
116790,NUCENG,100,Introduction to Nuclear Energy and Technology,"The class provides students with an overview of the contemporary nuclear energy technology with emphasis on nuclear fission as an energy source. Starting with the basic physics of the nuclear fission process, the class includes discussions on reactor control, thermal hydraulics, fuel production, and spent fuel management for various types of reactors in use around the world as well as analysis of safety and other nuclear-related issues. This class is intended for sophomore NE students, but is also open to transfer students and students from other majors. ","PHYSICS 7A, PHYSICS 7B, and MATH 53.",UGRD,Nuclear Engineering,,
116791,NUCENG,101,Nuclear Reactions and Radiation,"Energetics and kinetics of nuclear reactions and radioactive decay, fission, fusion, and reactions of low-energy neutrons; properties of the fission products and the actinides; nuclear models and transition probabilities; interaction of radiation with matter. ",PHYSICS 7C and NUC ENG 100.,UGRD,Nuclear Engineering,,
116799,NUCENG,120,Nuclear Materials,Effects of irradiation on the atomic and mechanical properties of materials in nuclear reactors. Fission product swelling and release; neutron damage to structural alloys; fabrication and properties of uranium dioxide fuel. ,"MAT SCI 45 and one of the following: ENGIN 40, MEC ENG 40, or CHM ENG 141.",UGRD,Nuclear Engineering,,
116800,NUCENG,124,Radioactive Waste Management,"Components and material flowsheets for nuclear fuel cycle, waste characteristics, sources of radioactive wastes, compositions, radioactivity and heat generation; waste treatment technologies; waste disposal technologies; safety assessment of waste disposal.",Engineering 117 or equivalent course. ,UGRD,Nuclear Engineering,,
156716,NUCENG,156,Introduction to MCNP and Nuclear Criticality Safety,"This course provides an introduction to MCNP and the field of nuclear criticality safety.  Topics include: a review of basic concepts related to criticality (fission, cross sections, multiplication factor, etc.); criticality safety accidents; standards applicable to criticality safety; hand calculations and Monte Carlo methods used in criticality safety analysis; criticality safety evaluation documents.",NUC ENG 150 or consent of instructor.,UGRD,Nuclear Engineering,,
